ticker,name,industry,marketCap
NVDA,NVIDIA Corporation,Semiconductors,4613408140000
AVGO,Broadcom Inc.,Semiconductors,1626446564009
TSM,Taiwan Semiconductor Manufacturing Company Limited,Semiconductors,1544531765724
GOOG,Alphabet Inc.,Internet Content & Information,3923734080000
GOOGL,Alphabet Inc.,Internet Content & Information,3863418890000
META,"Meta Platforms, Inc.",Internet Content & Information,1708461760386
MSFT,Microsoft Corporation,Software - Infrastructure,3115422678836
ORCL,Oracle Corporation,Software - Infrastructure,467269714780
PLTR,Palantir Technologies Inc.,Software - Infrastructure,336445873472
AAPL,Apple Inc.,Consumer Electronics,4015732224200
SONY,Sony Group Corporation,Consumer Electronics,136051617318
LPL,"LG Display Co., Ltd.",Consumer Electronics,4003702755
LLY,Eli Lilly and Company,Drug Manufacturers - General,924928110216
JNJ,Johnson & Johnson,Drug Manufacturers - General,575363763309
ABBV,AbbVie Inc.,Drug Manufacturers - General,396548089882
JPM,JPMorgan Chase & Co.,Banks - Diversified,867987666000
BAC,Bank of America Corporation,Banks - Diversified,401085142225
HSBC,HSBC Holdings plc,Banks - Diversified,309108030027
AMZN,"Amazon.com, Inc.",Internet Retail,2254601755722
BABA,Alibaba Group Holding Limited,Internet Retail,374082103313
PDD,PDD Holdings Inc.,Internet Retail,150610293154
BRK.A,Berkshire Hathaway Inc.,Insurance - Diversified,1076952846311
BRK.B,Berkshire Hathaway Inc.,Insurance - Diversified,1074884270893
AIG,"American International Group, Inc.",Insurance - Diversified,40419642205
TSLA,"Tesla, Inc.",Auto Manufacturers,1592982425848
TM,Toyota Motor Corporation,Auto Manufacturers,310215310009
GM,General Motors Company,Auto Manufacturers,71946801420
SAP,SAP SE,Software - Application,242456357962
CRM,"Salesforce, Inc.",Software - Application,183483340000
SHOP,Shopify Inc.,Software - Application,167312848865
HDB,HDFC Bank Limited,Banks - Regional,158178853560
MFG,"Mizuho Financial Group, Inc.",Banks - Regional,123302903012
IBN,ICICI Bank Limited,Banks - Regional,110963771585
XOM,Exxon Mobil Corporation,Oil & Gas Integrated,630820050000
CVX,Chevron Corporation,Oil & Gas Integrated,360914400000
SHEL,Shell plc,Oil & Gas Integrated,219287072505
GE,GE Aerospace,Aerospace & Defense,333564681160
RTX,RTX Corporation,Aerospace & Defense,262068245862
BA,The Boeing Company,Aerospace & Defense,191750346959
V,Visa Inc.,Credit Services,626600559348
MA,Mastercard Incorporated,Credit Services,484942057029
AXP,American Express Company,Credit Services,250253639472
WMT,Walmart Inc.,Discount Stores,1014044342830
COST,Costco Wholesale Corporation,Discount Stores,434126477429
TGT,Target Corporation,Discount Stores,51642571973
ASML,ASML Holding N.V.,Semiconductor Equipment & Materials,553723797051
LRCX,Lam Research Corporation,Semiconductor Equipment & Materials,283608381810
AMAT,"Applied Materials, Inc.",Semiconductor Equipment & Materials,264936286467
NEE,"NextEra Energy, Inc.",Utilities - Regulated Electric,190288046827
SO,The Southern Company,Utilities - Regulated Electric,99694032485
SOMN,The Southern Company,Utilities - Regulated Electric,98416750867
GEV,GE Vernova Inc.,Specialty Industrial Machinery,215723297102
ETN,Eaton Corporation plc,Specialty Industrial Machinery,148131876000
PH,Parker-Hannifin Corporation,Specialty Industrial Machinery,124954363710
BLK,"BlackRock, Inc.",Asset Management,179302107827
BX,Blackstone Inc.,Asset Management,164876267626
BN,Brookfield Corporation,Asset Management,105135425621
GS,"The Goldman Sachs Group, Inc.",Capital Markets,298128187273
MS,Morgan Stanley,Capital Markets,281299100000
SCHW,The Charles Schwab Corporation,Capital Markets,177711446368
TMUS,"T-Mobile US, Inc.",Telecom Services,221240610623
VZ,Verizon Communications Inc.,Telecom Services,200623775000
T,AT&T Inc.,Telecom Services,192165844167
VRTX,Vertex Pharmaceuticals Incorporated,Biotechnology,118608479116
REGN,"Regeneron Pharmaceuticals, Inc.",Biotechnology,79527271056
ARGX,argenx SE,Biotechnology,51637189707
NFLX,"Netflix, Inc.",Entertainment,349890577371
DIS,The Walt Disney Company,Entertainment,195283490775
WBD,"Warner Bros. Discovery, Inc.",Entertainment,68929729926
ABT,Abbott Laboratories,Medical Devices,195575362248
SYK,Stryker Corporation,Medical Devices,140544514876
MDT,Medtronic plc,Medical Devices,131573118167
ENB,Enbridge Inc.,Oil & Gas Midstream,110356166272
WMB,"The Williams Companies, Inc.",Oil & Gas Midstream,84642679672
EPD,Enterprise Products Partners L.P.,Oil & Gas Midstream,76148900960
IBM,International Business Machines Corporation,Information Technology Services,275092571126
ACN,Accenture plc,Information Technology Services,149617990303
INFY,Infosys Limited,Information Technology Services,66804744459
KO,The Coca-Cola Company,Beverages - Non-Alcoholic,328513867493
PEP,"PepsiCo, Inc.",Beverages - Non-Alcoholic,226658745440
MNST,Monster Beverage Corporation,Beverages - Non-Alcoholic,78288710038
NEM,Newmont Corporation,Gold,131380230699
AEM,Agnico Eagle Mines Limited,Gold,105801292476
B,Barrick Mining Corporation,Gold,78090505570
PG,The Procter & Gamble Company,Household & Personal Products,368656228662
UL,Unilever PLC,Household & Personal Products,156628589113
CL,Colgate-Palmolive Company,Household & Personal Products,75770104548
TMO,Thermo Fisher Scientific Inc.,Diagnostics & Research,205023887796
DHR,Danaher Corporation,Diagnostics & Research,155701794000
IDXX,"IDEXX Laboratories, Inc.",Diagnostics & Research,51567190401
CSCO,"Cisco Systems, Inc.",Communication Equipment,344298380220
MSI,"Motorola Solutions, Inc.",Communication Equipment,69598337014
UI,Ubiquiti Inc.,Communication Equipment,43925992285
LIN,Linde plc,Specialty Chemicals,216556905266
SHW,The Sherwin-Williams Company,Specialty Chemicals,89797651974
ECL,Ecolab Inc.,Specialty Chemicals,84780928012
COP,ConocoPhillips,Oil & Gas Exploration & Production,131595294880
CNQ,Canadian Natural Resources Limited,Oil & Gas Exploration & Production,81519554967
EOG,"EOG Resources, Inc.",Oil & Gas Exploration & Production,61194253980
ANET,"Arista Networks, Inc.",Computer Hardware,181601499945
WDC,Western Digital Corporation,Computer Hardware,90055252842
STX,Seagate Technology Holdings plc,Computer Hardware,87417860003
CAT,Caterpillar Inc.,Farm & Heavy Construction Machinery,348378050650
DE,Deere & Company,Farm & Heavy Construction Machinery,159546293745
PCAR,PACCAR Inc,Farm & Heavy Construction Machinery,66788848000
MCD,McDonald's Corporation,Restaurants,231735025490
SBUX,Starbucks Corporation,Restaurants,112616056806
CMG,"Chipotle Mexican Grill, Inc.",Restaurants,51041957370
SPGI,S&P Global Inc.,Financial Data & Stock Exchanges,124051104000
CME,CME Group Inc.,Financial Data & Stock Exchanges,109842300509
ICE,"Intercontinental Exchange, Inc.",Financial Data & Stock Exchanges,94787606985
CB,Chubb Limited,Insurance - Property & Casualty,126763729695
PGR,The Progressive Corporation,Insurance - Property & Casualty,117765073000
TRV,"The Travelers Companies, Inc.",Insurance - Property & Casualty,64590975000
UNH,UnitedHealth Group Incorporated,Healthcare Plans,250482495202
CVS,CVS Health Corporation,Healthcare Plans,96362619936
CI,The Cigna Group,Healthcare Plans,77952655625
HD,"The Home Depot, Inc.",Home Improvement Retail,388418716102
LOW,"Lowe's Companies, Inc.",Home Improvement Retail,159495327769
FND,"Floor & Decor Holdings, Inc.",Home Improvement Retail,7700063316
APH,Amphenol Corporation,Electronic Components,178846750274
GLW,Corning Incorporated,Electronic Components,111371820000
TEL,TE Connectivity plc,Electronic Components,66847261732
ISRG,"Intuitive Surgical, Inc.",Medical Instruments & Supplies,176457112161
MDLN,Medline Inc.,Medical Instruments & Supplies,62836993352
BDX,"Becton, Dickinson and Company",Medical Instruments & Supplies,48716476102
BKNG,Booking Holdings Inc.,Travel Services,139592081577
RCL,Royal Caribbean Cruises Ltd.,Travel Services,94580451945
ABNB,"Airbnb, Inc.",Travel Services,73350129983
PM,Philip Morris International Inc.,Tobacco,282755278730
BTI,British American Tobacco p.l.c.,Tobacco,132183199766
MO,"Altria Group, Inc.",Tobacco,107586059768
BHP,BHP Group Limited,Other Industrial Metals & Mining,180862923730
RIO,Rio Tinto Group,Other Industrial Metals & Mining,163038772226
VALE,Vale S.A.,Other Industrial Metals & Mining,71801493811
UNP,Union Pacific Corporation,Railroads,154299581344
CSX,CSX Corporation,Railroads,76566180160
CP,Canadian Pacific Kansas City Limited,Railroads,72740886962
PWR,"Quanta Services, Inc.",Engineering & Construction,76881169019
FER,Ferrovial SE,Engineering & Construction,52601845680
FIX,"Comfort Systems USA, Inc.",Engineering & Construction,45234554424
TT,Trane Technologies plc,Building Products & Equipment,102722350430
JCI,Johnson Controls International plc,Building Products & Equipment,85750475461
CARR,Carrier Global Corporation,Building Products & Equipment,55174054651
EQIX,"Equinix, Inc.",REIT - Specialty,84528394550
AMT,American Tower Corporation,REIT - Specialty,83540764874
DLR,"Digital Realty Trust, Inc.",REIT - Specialty,59914987260
ZTS,Zoetis Inc.,Drug Manufacturers - Specialty & Generic,56761285963
TAK,Takeda Pharmaceutical Company Limited,Drug Manufacturers - Specialty & Generic,56496586308
HLN,Haleon plc,Drug Manufacturers - Specialty & Generic,47775640177
CTAS,Cintas Corporation,Specialty Business Services,79961933614
RELX,RELX PLC,Specialty Business Services,52773806871
TRI,Thomson Reuters Corporation,Specialty Business Services,39736592040
TJX,"The TJX Companies, Inc.",Apparel Retail,170834257895
ROST,"Ross Stores, Inc.",Apparel Retail,62382823263
LULU,lululemon athletica inc.,Apparel Retail,21450575526
ORLY,"O'Reilly Automotive, Inc.",Auto Parts,78213368210
AZO,"AutoZone, Inc.",Auto Parts,60411411391
GPC,Genuine Parts Company,Auto Parts,20574442950
MFC,Manulife Financial Corporation,Insurance - Life,63876043376
AFL,Aflac Incorporated,Insurance - Life,59882760500
MET,"MetLife, Inc.",Insurance - Life,50372911000
SLB,SLB N.V.,Oil & Gas Equipment & Services,74871247454
BKR,Baker Hughes Company,Oil & Gas Equipment & Services,58483836662
HAL,Halliburton Company,Oil & Gas Equipment & Services,28535078869
UPS,"United Parcel Service, Inc.",Integrated Freight & Logistics,101288756665
FDX,FedEx Corporation,Integrated Freight & Logistics,86482874181
CHRW,"C.H. Robinson Worldwide, Inc.",Integrated Freight & Logistics,23497484704
PLD,"Prologis, Inc.",REIT - Industrial,132464529780
PSA,Public Storage,REIT - Industrial,51154398873
EXR,Extra Space Storage Inc.,REIT - Industrial,31204262570
MRSH,"Marsh & McLennan Companies, Inc.",Insurance Brokers,84690700000
